ctlabel,borocode,boroname,ct2020,boroct2020,cdeligibil,ntaname,nta2020,cdta2020,cdtaname,geoid,shape_leng,shape_area
"85","3",Brooklyn,"008500","3008500",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047008500",7950.9311730600002192659303545951843,2624917.6871899999678134918212890625000
"94.01","3",Brooklyn,"009401","3009401",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009401",3642.7850280699999530042987316846848,812257.4281209999462589621543884277344
"92.02","3",Brooklyn,"009202","3009202",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047009202",3122.4453942999998616869561374187469,610211.6215879999799653887748718261719
"92.01","3",Brooklyn,"009201","3009201",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009201",3120.2025856000000203493982553482056,608662.3661510000238195061683654785156
"90.02","3",Brooklyn,"009002","3009002",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047009002",3612.3665400899999440298415720462799,806084.6544820000417530536651611328125
"100","3",Brooklyn,"010000","3010000",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010000",5203.4343787400002838694490492343903,1625060.6082599998917430639266967773438
"98","3",Brooklyn,"009800","3009800",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009800",5203.9793275900001390255056321620941,1625498.5816200000699609518051147460938
"96","3",Brooklyn,"009600","3009600",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047009600",5203.0739444800001365365460515022278,1622766.5857700000051409006118774414062
"94.02","3",Brooklyn,"009402","3009402",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047009402",3644.8952963100000488338991999626160,813343.4436399999540299177169799804688
"106.01","3",Brooklyn,"010601","3010601",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010601",3642.8326941999998780374880880117416,811933.3374909999547526240348815917969
"104.02","3",Brooklyn,"010402","3010402",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047010402",3661.8583370100000138336326926946640,820199.5879580000182613730430603027344
"104.01","3",Brooklyn,"010401","3010401",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010401",3662.0928264700000909215305000543594,819191.3112040000269189476966857910156
"102","3",Brooklyn,"010200","3010200",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010200",5223.3784509200004322337917983531952,1640687.8277000000234693288803100585938
"187","3",Brooklyn,"018700","3018700",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018700",3902.0528251800001271476503461599350,917703.1284260000102221965789794921875
"186","3",Brooklyn,"018600","3018600",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018600",4679.7300088800002413336187601089478,1216850.4798399999272078275680541992188
"185.01","3",Brooklyn,"018501","3018501",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018501",4405.2889923800003089127130806446075,1189362.1971899999771267175674438476562
"184","3",Brooklyn,"018400","3018400",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018400",5158.1920632000001205597072839736938,1609239.6582299999427050352096557617188
"192","3",Brooklyn,"019200","3019200",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047019200",5880.3286968399997931555844843387604,2042874.5393300000578165054321289062500
"191","3",Brooklyn,"019100","3019100",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019100",7816.2153621999996175873093307018280,2721477.6146300002001225948333740234375
"190","3",Brooklyn,"019000","3019000",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047019000",6614.3188148899998850538395345211029,2291793.8308999999426305294036865234375
"188","3",Brooklyn,"018800","3018800",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018800",5864.2893092499998601851984858512878,1885932.4535999998915940523147583007812
"196","3",Brooklyn,"019600","3019600",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047019600",5718.1681177399996158783324062824249,2027285.9512300000060349702835083007812
"195","3",Brooklyn,"019500","3019500",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019500",4887.7169244899996556341648101806641,1475082.6719599999487400054931640625000
"194","3",Brooklyn,"019400","3019400",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047019400",6220.2928898899999694549478590488434,1920211.7555299999658018350601196289062
"193","3",Brooklyn,"019300","3019300",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019300",6981.6500705099997503566555678844452,2903179.0250599998980760574340820312500
"200","3",Brooklyn,"020000","3020000",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020000",5280.9418590100003711995668709278107,1451580.1606999998912215232849121093750
"199","3",Brooklyn,"019900","3019900",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019900",5989.6242838400003165588714182376862,2037876.5882300001103430986404418945312
"198","3",Brooklyn,"019800","3019800",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047019800",5279.3972734700000728480517864227295,1450201.5649900001008063554763793945312
"197","3",Brooklyn,"019700","3019700",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047019700",6148.3413988299998891307041049003601,1828072.2750699999742209911346435546875
"204","3",Brooklyn,"020400","3020400",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020400",5280.3388352100000702193938195705414,1450945.6392999999225139617919921875000
"203","3",Brooklyn,"020300","3020300",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020300",5265.1686892799989436753094196319580,1512111.1825300001073628664016723632812
"202","3",Brooklyn,"020200","3020200",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020200",5281.1227116700001715798862278461456,1451352.6166699999012053012847900390625
"201","3",Brooklyn,"020100","3020100",,Clinton Hill,BK0204,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047020100",6244.3805368200000884826295077800751,1884866.8740300000645220279693603515625
"208","3",Brooklyn,"020800","3020800",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020800",5945.3051617199998872820287942886353,1542689.0164000000804662704467773437500
"207","3",Brooklyn,"020700","3020700",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020700",6090.0989301400004478637129068374634,1480427.2155800000764429569244384765625
"206","3",Brooklyn,"020600","3020600",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047020600",5937.3755270700003165984526276588440,1838035.2331399999093264341354370117188
"205","3",Brooklyn,"020500","3020500",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047020500",5441.5433990199999243486672639846802,1718969.9532300001010298728942871093750
"213","3",Brooklyn,"021300","3021300",,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047021300",7266.0929127099998368066735565662384,1978483.7064199999440461397171020507812
"212","3",Brooklyn,"021200","3021200",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047021200",5986.1052255799995691631920635700226,2054324.6050899999681860208511352539062
"211","3",Brooklyn,"021100","3021100",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047021100",10843.7868240999996487516909837722778,2959763.1369599997997283935546875000000
"210","3",Brooklyn,"021000","3021000",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047021000",5710.8277393899998060078360140323639,1614539.6621499999891966581344604492188
"217","3",Brooklyn,"021700","3021700",,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021700",4588.7262916400004542083479464054108,1285839.3102299999445676803588867187500
"216","3",Brooklyn,"021600","3021600",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047021600",6210.2786002700004246435128152370453,1810243.9596299999393522739410400390625
"215","3",Brooklyn,"021500","3021500",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047021500",6522.7610017300003164564259350299835,1657679.5785000000614672899246215820312
"214","3",Brooklyn,"021400","3021400",,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047021400",5551.9942151599998396704904735088348,1808036.3032800001092255115509033203125
"150","3",Brooklyn,"015000","3015000",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047015000",5237.6412066800003231037408113479614,1436079.9657600000500679016113281250000
"149.02","3",Brooklyn,"014902","3014902",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014902",5478.7809710800001994357444345951080,1877519.8537099999375641345977783203125
"149.01","3",Brooklyn,"014901","3014901",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047014901",4143.6094679699999687727540731430054,807279.6709150000242516398429870605469
"148","3",Brooklyn,"014800","3014800",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047014800",5247.7306037899998045759275555610657,1437563.8924499999266117811203002929688
"154","3",Brooklyn,"015400","3015400",,Dyker Beach Park,BK1091,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047015400",14627.5017172999996546423062682151794,9989377.4427300002425909042358398437500
"153","3",Brooklyn,"015300","3015300",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015300",5188.3811292399996091262437403202057,1619490.1722099999897181987762451171875
"152","3",Brooklyn,"015200","3015200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047015200",8539.1434634899997035972774028778076,2884401.5429799999110400676727294921875
"151","3",Brooklyn,"015100","3015100",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015100",5175.2215898200001902296207845211029,1607114.1848999999929219484329223632812
"160","3",Brooklyn,"016000","3016000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016000",7935.1301906899998357403092086315155,2785263.9754900000989437103271484375000
"159","3",Brooklyn,"015900","3015900",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015900",7060.3535235800000009476207196712494,2699300.4194700000807642936706542968750
"157","3",Brooklyn,"015700","3015700",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015700",5427.7045660599997063400223851203918,1802056.2438000000547617673873901367188
"155","3",Brooklyn,"015500","3015500",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047015500",5181.3515170199998465250246226787567,1610814.6213899999856948852539062500000
"164","3",Brooklyn,"016400","3016400",,Fort Hamilton,BK1061,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016400",16461.0789256999996723607182502746582,8463972.2456899993121623992919921875000
"163","3",Brooklyn,"016300","3016300",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047016300",6111.6645870800002739997580647468567,1980070.6459200000390410423278808593750
"162","3",Brooklyn,"016200","3016200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016200",8457.9505157099993084557354450225830,2543014.4023600001819431781768798828125
"161","3",Brooklyn,"016100","3016100",,Prospect Heights,BK0801,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047016100",6482.6906866999997873790562152862549,1964156.7204700000584125518798828125000
"168","3",Brooklyn,"016800","3016800",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047016800",5614.0307922900001358357258141040802,1792404.5413299999199807643890380859375
"167","3",Brooklyn,"016700","3016700",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047016700",6192.5703746400004092720337212085724,1818135.6017599999904632568359375000000
"166","3",Brooklyn,"016600","3016600",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016600",6807.4687526500001695239916443824768,2873519.8868300002068281173706054687500
"165","3",Brooklyn,"016500","3016500",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047016500",6739.8648875899998529348522424697876,2010390.7653999999165534973144531250000
"174","3",Brooklyn,"017400","3017400",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017400",5894.1984313499997369945049285888672,1773747.6721099999267607927322387695312
"172","3",Brooklyn,"017200","3017200",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017200",7259.5999215600004390580579638481140,2216345.8538000001572072505950927734375
"170","3",Brooklyn,"017000","3017000",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017000",7327.4271331299996745656244456768036,2249706.6639700001105666160583496093750
"169","3",Brooklyn,"016900","3016900",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047016900",6152.5496607900004164548590779304504,2257354.4250800004228949546813964843750
"179","3",Brooklyn,"017900","3017900",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047017900",5330.1155553700000382377766072750092,1705006.9473399999551475048065185546875
"178","3",Brooklyn,"017800","3017800",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017800",6092.0420457099999111960642039775848,1765215.1741400000173598527908325195312
"176","3",Brooklyn,"017600","3017600",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047017600",5485.7473381800000424846075475215912,1436936.8699700001161545515060424804688
"175","3",Brooklyn,"017500","3017500",,Green-Wood Cemetery,BK0771,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047017500",18789.0226011000013386365026235580444,21101598.4048000015318393707275390625000
"183","3",Brooklyn,"018300","3018300",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018300",4935.7476689400000395835377275943756,1477789.7028399999253451824188232421875
"182","3",Brooklyn,"018200","3018200",,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018200",5730.2476820700003372621722519397736,1781148.7351400000043213367462158203125
"181","3",Brooklyn,"018100","3018100",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047018100",5495.1074951700002202414907515048981,1823380.1538400000426918268203735351562
"180","3",Brooklyn,"018000","3018000",,Bath Beach,BK1102,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047018000",6100.9804576200003793928772211074829,1896108.6858099999371916055679321289062
"628","3",Brooklyn,"062800","3062800",,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047062800",43057.0675218000033055432140827178955,8304005.0992700001224875450134277343750
"626","3",Brooklyn,"062600","3062600",,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047062600",9998.5046728100005566375330090522766,3425960.9650799999944865703582763671875
"555","3",Brooklyn,"055500","3055500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055500",7293.5819853700004387064836919307709,2830412.1269000000320374965667724609375
"666","3",Brooklyn,"066600","3066600",,Marine Park-Plumb Island,BK1891,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047066600",96948.2192921999958343803882598876953,43276896.2644999995827674865722656250000
"662","3",Brooklyn,"066200","3066200",,Marine Park-Mill Basin-Bergen Beach,BK1802,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047066200",8217.5242828699992969632148742675781,2488662.7217899998649954795837402343750
"504.01","3",Brooklyn,"050401","3050401",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047050401",5416.8629640999997718608938157558441,1564161.0843400000594556331634521484375
"177","3",Brooklyn,"017700","3017700",,Prospect Park,BK5591,BK55,BK55 Prospect Park (JIA 55 Approximation),"36047017700",24199.0688582000002497807145118713379,27324218.9585999995470046997070312500000
"30","3",Brooklyn,"003000","3003000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003000",4749.1878967900001953239552676677704,1185319.8569799999240785837173461914062
"29.01","3",Brooklyn,"002901","3002901",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002901",4334.0556212499996036058291792869568,1167631.2930799999739974737167358398438
"23","3",Brooklyn,"002300","3002300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002300",6287.8738978600003974861465394496918,1961474.1034599998965859413146972656250
"22","3",Brooklyn,"002200","3002200",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047002200",10237.4715242000002035638317465782166,3648873.7440900001674890518188476562500
"34","3",Brooklyn,"003400","3003400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003400",11226.5148855999996158061549067497253,5196417.4059600001201033592224121093750
"33","3",Brooklyn,"003300","3003300",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003300",6350.5137615800003914046101272106171,1770404.9925200000870972871780395507812
"31.02","3",Brooklyn,"003102","3003102",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003102",4955.7228449800004455028101801872253,1467354.6917600000742822885513305664062
"31.01","3",Brooklyn,"003101","3003101",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003101",5490.8661813199996686307713389396667,1622624.7130499999038875102996826171875
"38","3",Brooklyn,"003800","3003800",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003800",5026.8670914399999674060381948947906,1367702.8735299999825656414031982421875
"37","3",Brooklyn,"003700","3003700",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003700",7273.2313806299998759641312062740326,1788976.4969399999827146530151367187500
"36","3",Brooklyn,"003600","3003600",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047003600",5022.6309564900002442300319671630859,1348886.9857300000730901956558227539062
"35","3",Brooklyn,"003500","3003500",,Fort Greene,BK0203,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003500",5043.3255136600000696489587426185608,1433175.2298200000077486038208007812500
"44","3",Brooklyn,"004400","3004400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047004400",8894.0911701099994388641789555549622,4502927.9876600001007318496704101562500
"43","3",Brooklyn,"004300","3004300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047004300",5705.3759466900000916211865842342377,1774542.7684500000905245542526245117188
"41","3",Brooklyn,"004100","3004100",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047004100",5281.9083100799998646834865212440491,1743811.5344499999191612005233764648438
"39","3",Brooklyn,"003900","3003900",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047003900",5102.7799477299995487555861473083496,1681273.0043599999044090509414672851562
"49","3",Brooklyn,"004900","3004900",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004900",5528.9903745700003128149546682834625,1051010.6296200000215321779251098632812
"47","3",Brooklyn,"004700","3004700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004700",9891.4059603700006846338510513305664,2928274.5837300000712275505065917968750
"46","3",Brooklyn,"004600","3004600",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047004600",10744.5192494999992049997672438621521,3099351.4778100000694394111633300781250
"45","3",Brooklyn,"004500","3004500",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047004500",5503.6839455899998938548378646373749,1835597.2100200001150369644165039062500
"53.01","3",Brooklyn,"005301","3005301",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005301",22003.2447448999992047902196645736694,6104697.2811700003221631050109863281250
"52.02","3",Brooklyn,"005202","3005202",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005202",5190.7137915699995573959313333034515,1398134.5214700000360608100891113281250
"52.01","3",Brooklyn,"005201","3005201",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005201",5503.9693713799997567548416554927826,1451018.3521799999289214611053466796875
"50","3",Brooklyn,"005000","3005000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005000",7824.7514060299999982817098498344421,2388874.4135199999436736106872558593750
"56.01","3",Brooklyn,"005601","3005601",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005601",6827.1277067199998782598413527011871,1855118.2058900000993162393569946289062
"54","3",Brooklyn,"005400","3005400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005400",7538.7245662200002698227763175964355,1740560.8560399997513741254806518554688
"53.03","3",Brooklyn,"005303","3005303",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005303",14703.1338254999991477234289050102234,3311574.2404800001531839370727539062500
"53.02","3",Brooklyn,"005302","3005302",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047005302",27638.2322783000017807353287935256958,8312250.0475199995562434196472167968750
"62","3",Brooklyn,"006200","3006200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047006200",5368.6816342299998723319731652736664,1746843.2995100000407546758651733398438
"60","3",Brooklyn,"006000","3006000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047006000",5498.3342896800004382384940981864929,1639073.8701299999374896287918090820312
"58","3",Brooklyn,"005800","3005800",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005800",6098.1674960800000917515717446804047,2080303.3125100000761449337005615234375
"56.02","3",Brooklyn,"005602","3005602",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005602",5827.8454049700003452016972005367279,1436854.8796000001020729541778564453125
"3.01","3",Brooklyn,"000301","3000301",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000301",6525.1113382399998954497277736663818,2164337.2842600001022219657897949218750
"2","3",Brooklyn,"000200","3000200",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047000200",9075.2851212000005034497007727622986,2952085.2473100000061094760894775390625
"1","3",Brooklyn,"000100","3000100",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000100",6611.4439597099999446072615683078766,2224101.0498700002208352088928222656250
"9","3",Brooklyn,"000900","3000900",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000900",5930.0817706300003919750452041625977,1769269.5061699999496340751647949218750
"7","3",Brooklyn,"000700","3000700",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000700",6253.2884812900001634261570870876312,1881577.5896999998949468135833740234375
"5.02","3",Brooklyn,"000502","3000502",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000502",4902.4796848899995893589220941066742,1041529.0906399999512359499931335449219
"5.01","3",Brooklyn,"000501","3000501",,Brooklyn Heights,BK0201,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047000501",4828.1702757100001690560020506381989,901507.0301990000298246741294860839844
"18.01","3",Brooklyn,"001801","3001801",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047001801",22133.6058491000003414228558540344238,5139571.4913699999451637268066406250000
"15.02","3",Brooklyn,"001502","3001502",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001502",5512.1909894399996119318529963493347,1520130.8851300000678747892379760742188
"15.01","3",Brooklyn,"001501","3001501",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001501",6693.2249439099996379809454083442688,1776324.9044500000309199094772338867188
"11","3",Brooklyn,"001100","3001100",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001100",5758.2128227699995477451011538505554,1811205.7098900000564754009246826171875
"20","3",Brooklyn,"002000","3002000",,Sunset Park (West),BK0702,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047002000",5426.0396678600000086589716374874115,1620781.0844099998939782381057739257812
