ctlabel,borocode,boroname,ct2020,boroct2020,cdeligibil,ntaname,nta2020,cdta2020,cdtaname,geoid,shape_leng,shape_area,num_crash,num_tree,crash_dens,tree_dens,area_acre
"393","3",Brooklyn,"039300","3039300",,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039300",6715.3074882499995510443113744258881,2043908.7161199999973177909851074218750,219.000000000000000,251.000000000000000,4.667,5.349,46.922
"289","3",Brooklyn,"028900","3028900",,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047028900",6580.1209537799995814566500484943390,1784336.1967899999581277370452880859375,107.000000000000000,277.000000000000000,2.612,6.762,40.963
"395","3",Brooklyn,"039500","3039500",,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039500",5815.4813394900002094800584018230438,1715478.6259099999442696571350097656250,126.000000000000000,214.000000000000000,3.199,5.434,39.382
"327","3",Brooklyn,"032700","3032700",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047032700",7322.0909565299998575937934219837189,1904249.8607799999881535768508911132812,222.000000000000000,211.000000000000000,5.078,4.827,43.716
"1186","3",Brooklyn,"118600","3118600",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118600",5801.6709639999999126303009688854218,1415207.4655200000852346420288085937500,105.000000000000000,245.000000000000000,3.232,7.541,32.489
"1164","3",Brooklyn,"116400","3116400",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116400",5646.0479509599999801139347255229950,1954432.5580400000326335430145263671875,87.000000000000000,365.000000000000000,1.939,8.135,44.868
"1162","3",Brooklyn,"116200","3116200",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116200",5134.9566279199998461990617215633392,1543810.1351799999829381704330444335938,34.000000000000000,356.000000000000000,0.959,10.045,35.441
"1160","3",Brooklyn,"116000","3116000",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116000",5240.8978944199998295516707003116608,1629832.6262099999003112316131591796875,77.000000000000000,423.000000000000000,2.058,11.305,37.416
"1158","3",Brooklyn,"115800","3115800",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115800",5290.7333585699998366180807352066040,1668175.8767299999017268419265747070312,52.000000000000000,405.000000000000000,1.358,10.576,38.296
"1172.01","3",Brooklyn,"117201","3117201",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117201",5149.1820489900001120986416935920715,1390018.2168000000528991222381591796875,64.000000000000000,234.000000000000000,2.006,7.333,31.910
"1170","3",Brooklyn,"117000","3117000",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117000",5331.2006040500000381143763661384583,1653944.1323500000871717929840087890625,137.000000000000000,258.000000000000000,3.608,6.795,37.969
"1168","3",Brooklyn,"116800","3116800",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116800",5447.5211086999997860402800142765045,1549247.9927399998996406793594360351562,90.000000000000000,231.000000000000000,2.531,6.495,35.566
"1166","3",Brooklyn,"116600","3116600",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047116600",5251.6571558100004040170460939407349,1715753.1606900000479072332382202148438,98.000000000000000,273.000000000000000,2.488,6.931,39.388
"1176.02","3",Brooklyn,"117602","3117602",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117602",5876.2152727299999241949990391731262,1548008.0209399999585002660751342773438,84.000000000000000,233.000000000000000,2.364,6.557,35.537
"1176.01","3",Brooklyn,"117601","3117601",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117601",6040.0789105000003473833203315734863,1639988.1901899999938905239105224609375,82.000000000000000,348.000000000000000,2.178,9.243,37.649
"1174","3",Brooklyn,"117400","3117400",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117400",6842.1419440500003474880941212177277,2295155.2917399997822940349578857421875,243.000000000000000,499.000000000000000,4.612,9.470,52.690
"1172.02","3",Brooklyn,"117202","3117202",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117202",5193.7181480600002032588236033916473,1634622.1946900000330060720443725585938,62.000000000000000,314.000000000000000,1.652,8.368,37.526
"1182.02","3",Brooklyn,"118202","3118202",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118202",4918.2129689299999881768599152565002,1337869.8194399999920278787612915039062,33.000000000000000,208.000000000000000,1.074,6.772,30.713
"1182.01","3",Brooklyn,"118201","3118201",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118201",4880.9814111200003026169724762439728,1360340.1534899999387562274932861328125,57.000000000000000,192.000000000000000,1.825,6.148,31.229
"1180","3",Brooklyn,"118000","3118000",,Highland Park-Cypress Hills Cemeteries (South),BK0571,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118000",15889.6701205000008485512807965278625,8100960.2982700001448392868041992187500,97.000000000000000,125.000000000000000,0.522,0.672,185.972
"1178","3",Brooklyn,"117800","3117800",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047117800",5823.6975782999998045852407813072205,1528412.1724900000263005495071411132812,123.000000000000000,198.000000000000000,3.505,5.643,35.088
"1192","3",Brooklyn,"119200","3119200",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119200",6364.1905692199998156866058707237244,2421479.2746700001880526542663574218750,235.000000000000000,321.000000000000000,4.227,5.774,55.590
"1190","3",Brooklyn,"119000","3119000",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119000",6874.5129797800000233110040426254272,1510640.5231800000183284282684326171875,172.000000000000000,214.000000000000000,4.960,6.171,34.680
"1188","3",Brooklyn,"118800","3118800",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118800",6036.0174928200003705569542944431305,1877213.4026999999769032001495361328125,67.000000000000000,366.000000000000000,1.555,8.493,43.095
"1184","3",Brooklyn,"118400","3118400",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047118400",5966.7070032100000389618799090385437,2204317.8873499999754130840301513671875,121.000000000000000,340.000000000000000,2.391,6.719,50.604
"1200","3",Brooklyn,"120000","3120000",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120000",6327.9431197900003098766319453716278,1623804.0892900000326335430145263671875,90.000000000000000,275.000000000000000,2.414,7.377,37.277
"1198","3",Brooklyn,"119800","3119800",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119800",8959.3343698999997286591678857803345,3527651.3798199999146163463592529296875,642.000000000000000,403.000000000000000,7.927,4.976,80.984
"1196","3",Brooklyn,"119600","3119600",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119600",7989.4177811800000199582427740097046,3290843.7560499999672174453735351562500,156.000000000000000,557.000000000000000,2.065,7.373,75.547
"1194","3",Brooklyn,"119400","3119400",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047119400",5622.8639102699999057222157716751099,1964535.9771199999377131462097167968750,99.000000000000000,403.000000000000000,2.195,8.936,45.100
"1208.03","3",Brooklyn,"120803","3120803",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120803",6408.9215918600002623861655592918396,1665738.9430800001136958599090576171875,45.000000000000000,198.000000000000000,1.177,5.178,38.240
"1208.02","3",Brooklyn,"120802","3120802",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120802",4830.9448218600000473088584840297699,1268359.4565799999982118606567382812500,52.000000000000000,128.000000000000000,1.786,4.396,29.118
"1208.01","3",Brooklyn,"120801","3120801",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120801",6081.6299075099996116477996110916138,2167971.9337499998509883880615234375000,107.000000000000000,382.000000000000000,2.150,7.675,49.770
"1202","3",Brooklyn,"120200","3120200",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047120200",6114.4555455899999287794344127178192,1641233.5387500000651925802230834960938,39.000000000000000,230.000000000000000,1.035,6.104,37.678
"1237","3",Brooklyn,"123700","3123700",,Bedford-Stuyvesant (West),BK0301,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047123700",7492.8444857300000876421108841896057,3459462.4776499997824430465698242187500,436.000000000000000,295.000000000000000,5.490,3.715,79.418
"1220","3",Brooklyn,"122000","3122000",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047122000",20115.5556801999991876073181629180908,11487294.4849999994039535522460937500000,254.000000000000000,833.000000000000000,0.963,3.159,263.712
"1214","3",Brooklyn,"121400","3121400",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047121400",5508.1799389799998607486486434936523,1864053.8953100000508129596710205078125,80.000000000000000,44.000000000000000,1.869,1.028,42.793
"1210","3",Brooklyn,"121000","3121000",,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047121000",5615.9158942800004297168925404548645,1716806.5571900000795722007751464843750,69.000000000000000,51.000000000000000,1.751,1.294,39.412
"1026","3",Brooklyn,"102600","3102600",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047102600",5343.1405025300000488641671836376190,1462012.2758800000883638858795166015625,42.000000000000000,216.000000000000000,1.251,6.436,33.563
"1024","3",Brooklyn,"102400","3102400",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047102400",5452.8250580699996135081164538860321,1540219.3083599999081343412399291992188,99.000000000000000,206.000000000000000,2.800,5.826,35.359
"1022","3",Brooklyn,"102200","3102200",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047102200",5377.8168944500002908171154558658600,1752586.4930000000167638063430786132812,86.000000000000000,233.000000000000000,2.137,5.791,40.234
"1020","3",Brooklyn,"102000","3102000",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047102000",5294.2231763999998293002136051654816,1690995.0091200000606477260589599609375,39.000000000000000,256.000000000000000,1.005,6.595,38.820
"1034.02","3",Brooklyn,"103402","3103402",,Canarsie Park & Pier,BK1893,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047103402",11965.9512522000004537403583526611328,4320501.5235500000417232513427734375000,30.000000000000000,89.000000000000000,0.302,0.897,99.185
"1034.01","3",Brooklyn,"103401","3103401",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047103401",5475.3787240999999994528479874134064,1895802.6485599998850375413894653320312,87.000000000000000,166.000000000000000,1.999,3.814,43.522
"1028.02","3",Brooklyn,"102802","3102802",,Canarsie Park & Pier,BK1893,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047102802",14998.6493747999993502162396907806396,7231547.6653599999845027923583984375000,41.000000000000000,184.000000000000000,0.247,1.108,166.013
"1028.01","3",Brooklyn,"102801","3102801",,Canarsie,BK1803,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047102801",5967.3610249100001965416595339775085,1660819.6483100000768899917602539062500,102.000000000000000,221.000000000000000,2.675,5.796,38.127
"1078","3",Brooklyn,"107800","3107800",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047107800",13423.7719001000004936940968036651611,5449475.7904599998146295547485351562500,177.000000000000000,690.000000000000000,1.415,5.515,125.103
"1070.03","3",Brooklyn,"107003","3107003",,Spring Creek-Starrett City,BK0504,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047107003",9311.6963976900005945935845375061035,2363049.4950000001117587089538574218750,51.000000000000000,78.000000000000000,0.940,1.438,54.248
"1070.01","3",Brooklyn,"107001","3107001",,Spring Creek-Starrett City,BK0504,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047107001",15194.3143132000004698056727647781372,13115505.9900000002235174179077148437500,234.000000000000000,562.000000000000000,0.777,1.867,301.091
"1058.01","3",Brooklyn,"105801","3105801",,Spring Creek-Starrett City,BK0504,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047105801",10574.7402645000001939479261636734009,4481506.7332499995827674865722656250000,160.000000000000000,272.000000000000000,1.555,2.644,102.881
"1110","3",Brooklyn,"111000","3111000",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047111000",4682.9486360600003536092117428779602,1348388.7726000000257045030593872070312,72.000000000000000,51.000000000000000,2.326,1.648,30.955
"1106","3",Brooklyn,"110600","3110600",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047110600",5477.1307762899996305350214242935181,1841331.8764100000262260437011718750000,63.000000000000000,27.000000000000000,1.490,0.639,42.271
"1104","3",Brooklyn,"110400","3110400",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047110400",14964.7264219000007869908586144447327,7985790.2549200002104043960571289062500,639.000000000000000,1045.000000000000000,3.486,5.700,183.329
"1098","3",Brooklyn,"109800","3109800",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047109800",13567.6852928000007523223757743835449,9191378.3958100005984306335449218750000,355.000000000000000,398.000000000000000,1.682,1.886,211.005
"1122","3",Brooklyn,"112200","3112200",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112200",5931.0168448499998703482560813426971,1747124.1807500000577419996261596679688,48.000000000000000,381.000000000000000,1.197,9.499,40.108
"1120","3",Brooklyn,"112000","3112000",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112000",5493.0458553400003438582643866539001,1861982.3530500000342726707458496093750,67.000000000000000,355.000000000000000,1.567,8.305,42.745
"1118","3",Brooklyn,"111800","3111800",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047111800",5292.3400701000000481144525110721588,1745783.7115099998190999031066894531250,72.000000000000000,345.000000000000000,1.796,8.608,40.078
"1116","3",Brooklyn,"111600","3111600",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047111600",9498.2844670400008908472955226898193,5375937.0299800001084804534912109375000,214.000000000000000,762.000000000000000,1.734,6.174,123.415
"1130","3",Brooklyn,"113000","3113000",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047113000",7587.9018689200001972494646906852722,2086280.6983900000341236591339111328125,79.000000000000000,471.000000000000000,1.649,9.834,47.894
"1128","3",Brooklyn,"112800","3112800",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112800",5742.4924269499997535604052245616913,1982798.0313399999868124723434448242188,150.000000000000000,428.000000000000000,3.295,9.403,45.519
"1126","3",Brooklyn,"112600","3112600",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112600",5460.4210421699999642441980540752411,1813472.0336800001095980405807495117188,135.000000000000000,442.000000000000000,3.243,10.617,41.632
"1124","3",Brooklyn,"112400","3112400",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112400",5874.9186481500000809319317340850830,1914338.8216200000606477260589599609375,76.000000000000000,483.000000000000000,1.729,10.991,43.947
"1142.02","3",Brooklyn,"114202","3114202",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047114202",5260.6977668199997424380853772163391,1286732.3872899999842047691345214843750,45.000000000000000,153.000000000000000,1.523,5.180,29.539
"1142.01","3",Brooklyn,"114201","3114201",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047114201",10599.3175052000005962327122688293457,3226990.5860500000417232513427734375000,295.000000000000000,227.000000000000000,3.982,3.064,74.082
"1134","3",Brooklyn,"113400","3113400",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047113400",5266.4848924099997020675800740718842,1651198.1307000000961124897003173828125,73.000000000000000,280.000000000000000,1.926,7.387,37.906
"1132","3",Brooklyn,"113200","3113200",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047113200",7996.1349372799995762761682271957397,2109760.0288999998010694980621337890625,124.000000000000000,298.000000000000000,2.560,6.153,48.433
"1156","3",Brooklyn,"115600","3115600",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115600",5354.6782098300000143353827297687531,1720940.1571100000292062759399414062500,128.000000000000000,329.000000000000000,3.240,8.328,39.507
"1152","3",Brooklyn,"115200","3115200",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115200",5358.5597456100003910250961780548096,1788251.7814400000497698783874511718750,88.000000000000000,363.000000000000000,2.144,8.842,41.053
"1150","3",Brooklyn,"115000","3115000",,East New York (North),BK0502,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047115000",5234.7450112899996383930556476116180,1703334.4013300000224262475967407226562,100.000000000000000,273.000000000000000,2.557,6.982,39.103
"1146","3",Brooklyn,"114600","3114600",,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047114600",5921.1023164400003224727697670459747,1723239.7691099999938160181045532226562,109.000000000000000,318.000000000000000,2.755,8.038,39.560
"508.03","3",Brooklyn,"050803","3050803",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050803",3257.5344903899999735585879534482956,602995.5899790000403299927711486816406,233.000000000000000,73.000000000000000,16.832,5.273,13.843
"798.02","3",Brooklyn,"079802","3079802",,Prospect Lefferts Gardens-Wingate,BK0902,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047079802",5259.3793312699999660253524780273438,1145198.8311900000553578138351440429688,200.000000000000000,114.000000000000000,7.607,4.336,26.290
"1522","3",Brooklyn,"152200","3152200",,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047152200",9339.7691697800000838469713926315308,4196763.2824600003659725189208984375000,193.000000000000000,521.000000000000000,2.003,5.408,96.344
"512","3",Brooklyn,"051200","3051200",,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051200",5528.8089375999998082988895475864410,1506254.0769400000572204589843750000000,87.000000000000000,158.000000000000000,2.516,4.569,34.579
"702.02","3",Brooklyn,"070202","3070202",,Barren Island-Floyd Bennett Field,BK5691,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),"36047070202",44394.2971860000034212134778499603271,54666303.4386999979615211486816406250000,67.000000000000000,145.000000000000000,0.053,0.116,1254.966
"77","3",Brooklyn,"007700","3007700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047007700",10067.5498158999998850049450993537903,4166505.1974399997852742671966552734375,123.000000000000000,526.000000000000000,1.286,5.499,95.650
"75","3",Brooklyn,"007500","3007500",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047007500",7513.4776421099995786789804697036743,3052490.5678599998354911804199218750000,83.000000000000000,508.000000000000000,1.184,7.249,70.076
"706.02","3",Brooklyn,"070602","3070602",,McGuire Fields,BK1892,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047070602",24718.6595564000017475336790084838867,10589612.2923000007867813110351562500000,4.000000000000000,112.000000000000000,0.016,0.461,243.104
"1058.04","3",Brooklyn,"105804","3105804",,Spring Creek-Starrett City,BK0504,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047105804",15797.4853567999998631421476602554321,7126198.4743100004270672798156738281250,215.000000000000000,456.000000000000000,1.314,2.787,163.595
"1070.02","3",Brooklyn,"107002","3107002",,Shirley Chisholm State Park,BK5693,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),"36047107002",26521.9177358999986608978360891342163,18284900.8484000004827976226806640625000,6.000000000000000,0.000000000000000,0.014,0.000,419.764
"110","3",Brooklyn,"011000","3011000",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047011000",5365.0277308799995807930827140808105,1699056.6330999999772757291793823242188,102.000000000000000,170.000000000000000,2.615,4.358,39.005
"108.02","3",Brooklyn,"010802","3010802",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047010802",3642.8693666200001644028816372156143,812274.0352130000246688723564147949219,73.000000000000000,127.000000000000000,3.915,6.811,18.647
"108.01","3",Brooklyn,"010801","3010801",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047010801",3643.7704183400001056725159287452698,812575.7081140000373125076293945312500,79.000000000000000,133.000000000000000,4.235,7.130,18.654
"106.02","3",Brooklyn,"010602","3010602",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047010602",3643.3269366300000910996459424495697,812851.2440890000434592366218566894531,92.000000000000000,110.000000000000000,4.930,5.895,18.660
"118","3",Brooklyn,"011800","3011800",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047011800",7951.2854770499998267041519284248352,2357119.5895299999974668025970458984375,225.000000000000000,242.000000000000000,4.158,4.472,54.112
"116","3",Brooklyn,"011600","3011600",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047011600",5869.3168604399998002918437123298645,1724997.6265700000803917646408081054688,119.000000000000000,211.000000000000000,3.005,5.328,39.600
"114","3",Brooklyn,"011400","3011400",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047011400",5462.2814816500003871624357998371124,1806159.2142399998847395181655883789062,125.000000000000000,295.000000000000000,3.015,7.115,41.464
"112","3",Brooklyn,"011200","3011200",,Sunset Park (East)-Borough Park (West),BK1201,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047011200",5459.4719394800004010903649032115936,1843970.9690400001127272844314575195312,118.000000000000000,318.000000000000000,2.787,7.512,42.332
"121","3",Brooklyn,"012100","3012100",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047012100",5142.2554336200000761891715228557587,1593259.2944600000046193599700927734375,115.000000000000000,233.000000000000000,3.144,6.370,36.576
"120","3",Brooklyn,"012000","3012000",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047012000",7597.2053867699996771989390254020691,2077497.5857800000812858343124389648438,244.000000000000000,214.000000000000000,5.116,4.487,47.693
"119.02","3",Brooklyn,"011902","3011902",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047011902",7752.9504188999999314546585083007812,2648288.6090600001625716686248779296875,89.000000000000000,41.000000000000000,1.464,0.674,60.796
"119.01","3",Brooklyn,"011901","3011901",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047011901",9823.3973786400001699803397059440613,5040710.7759100003167986869812011718750,279.000000000000000,297.000000000000000,2.411,2.567,115.719
"128.01","3",Brooklyn,"012801","3012801",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047012801",4828.9839214399999036686494946479797,1238338.6287199999205768108367919921875,69.000000000000000,226.000000000000000,2.427,7.950,28.428
"127","3",Brooklyn,"012700","3012700",,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,BK0601,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047012700",5308.2920265200000358163379132747650,1759480.8617499999236315488815307617188,149.000000000000000,231.000000000000000,3.689,5.719,40.392
"126","3",Brooklyn,"012600","3012600",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047012600",7452.7493534799996268702670931816101,2553793.8682400002144277095794677734375,69.000000000000000,373.000000000000000,1.177,6.362,58.627
"122","3",Brooklyn,"012200","3012200",,Sunset Park (Central),BK0703,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047012200",5623.9477945899998303502798080444336,1951564.9802800000179558992385864257812,146.000000000000000,192.000000000000000,3.259,4.286,44.802
"131","3",Brooklyn,"013100","3013100",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013100",5288.6330661900010454701259732246399,1684555.9765300001017749309539794921875,154.000000000000000,416.000000000000000,3.982,10.757,38.672
"130","3",Brooklyn,"013000","3013000",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013000",5648.2365066399997886037454009056091,1899181.5084400000050663948059082031250,113.000000000000000,236.000000000000000,2.592,5.413,43.599
"129.02","3",Brooklyn,"012902","3012902",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047012902",5892.0816888199997265473939478397369,1461597.0242999999318271875381469726562,338.000000000000000,240.000000000000000,10.073,7.153,33.554
"129.01","3",Brooklyn,"012901","3012901",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047012901",5214.0946009500003128778189420700073,1390943.0524399999994784593582153320312,340.000000000000000,245.000000000000000,10.648,7.673,31.932
"135","3",Brooklyn,"013500","3013500",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013500",5224.7101759600000150385312736034393,1635300.9597899999935179948806762695312,88.000000000000000,402.000000000000000,2.344,10.708,37.541
"134","3",Brooklyn,"013400","3013400",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013400",8713.6515544400008366210386157035828,2887190.0648799999617040157318115234375,85.000000000000000,507.000000000000000,1.282,7.649,66.281
"133","3",Brooklyn,"013300","3013300",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013300",5175.7035111100003632600419223308563,1596011.1256599999032914638519287109375,128.000000000000000,431.000000000000000,3.494,11.763,36.639
"132","3",Brooklyn,"013200","3013200",,Dyker Heights,BK1002,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047013200",6427.9297457000002395943738520145416,1676563.6922200000844895839691162109375,70.000000000000000,188.000000000000000,1.819,4.885,38.489
"139","3",Brooklyn,"013900","3013900",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047013900",5219.6808436499995877966284751892090,1631336.7154500000178813934326171875000,122.000000000000000,287.000000000000000,3.258,7.664,37.450
